1.590048	0.5171876	0.2801965	0.6009414	0.1464408	0.2604829	0.4097624
1.593828	0.5208919	0.290501	0.6041477	0.1463609	0.2607071	0.4127097
1.592493	0.5157942	0.2832612	0.6026823	0.1462807	0.2604174	0.4078314
1.592788	0.5167177	0.2844758	0.6031322	0.1463166	0.2607045	0.4080904
1.595006	0.5160429	0.2828834	0.6053815	0.1461762	0.2610163	0.4069301
1.592824	0.5299542	0.2811773	0.604318	0.1463362	0.2599927	0.4229216
1.594135	0.5276472	0.2821424	0.6049874	0.1462207	0.2586519	0.4224822
1.594016	0.5166686	0.2808588	0.603492	0.146565	0.2591215	0.4108977
1.59339	    0.5028329	0.2783695	0.6031837	0.1469289	0.2598974	0.3965792
1.593051	0.5023088	0.2779808	0.6027812	0.1468671	0.2600822	0.3959238
1.592309	0.5003538	0.2780876	0.6011876	0.1465473	0.2589638	0.3955572
1.591548	0.5223103	0.2798699	0.6012214	0.1463011	0.2594291	0.417175
1.592278	0.5163924	0.2796718	0.603626	0.1463803	0.2598841	0.4105736
1.594913	0.5026239	0.2824568	0.6056069	0.1462921	0.2573121	0.3997138
1.59524	    0.5337053	0.281131	0.605349	0.1461652	0.256671	0.4303513
1.597264	0.5159126	0.2808432	0.6046523	0.1464154	0.2564704	0.4117487
1.597759	0.5029193	0.2808593	0.6043131	0.1464841	0.2565382	0.3985274
1.597742	0.5006501	0.2818153	0.6047759	0.1466361	0.2572275	0.3954619
1.597974	0.5100427	0.2813442	0.6079615	0.1465249	0.2566043	0.4064353
1.59741	    0.5230001	0.2804494	0.6061605	0.1466788	0.256614	0.4198458
1.596088	0.5276723	0.2802516	0.6055598	0.1468716	0.2552561	0.4263993
1.59364	    0.5136847	0.2794662	0.6063922	0.1469302	0.2561856	0.4114429
1.591918	0.5162471	0.2801422	0.6054972	0.1468413	0.2589176	0.4103842
1.593142	0.5170388	0.2795876	0.6035559	0.1465711	0.258057	0.4121585
1.596464	0.5145612	0.2884224	0.6043914	0.1464263	0.2577114	0.4094622
1.595926	0.5191109	0.2852339	0.6067044	0.1464537	0.2584425	0.412622
1.59581	    0.5154473	0.2839331	0.6057402	0.1463692	0.2592483	0.408347
1.594931	0.5334803	0.2821914	0.6041598	0.1463761	0.2583297	0.4271972
1.594724	0.5324224	0.2819951	0.6048729	0.1465593	0.2598703	0.4230297
1.597022	0.5337684	0.2814754	0.6047217	0.1463781	0.2584144	0.4265095
1.595047	0.5184078	0.2801968	0.6035652	0.1464838	0.2587068	0.410307
1.594173	0.5155611	0.2842405	0.6051998	0.1466715	0.2589281	0.4069649
1.594923	0.5200487	0.2822266	0.6023675	0.1466917	0.2584903	0.4116149
1.59464	    0.5168838	0.2815121	0.602798	0.1467743	0.2607906	0.4062237
1.594985	0.5177705	0.2798102	0.6051356	0.146751	0.2593632	0.4095919
1.592377	0.5160261	0.2814335	0.604288	0.1467511	0.2590964	0.4085221
1.595149	0.4980445	0.2805749	0.6063502	0.1465465	0.2587765	0.3915124
1.592952	0.518219	0.2791638	0.6043482	0.146573	0.258743	0.4122324
1.593321	0.5150862	0.2797135	0.6072524	0.1466431	0.2581106	0.4103268
1.596908	0.5155406	0.2790614	0.6095105	0.1465462	0.2584852	0.4106253
1.594765	0.515192	0.2790641	0.604271	0.1462517	0.2583574	0.4107706
1.594434	0.5185497	0.2790438	0.6033183	0.1462428	0.2590857	0.4128088
1.594286	0.5183552	0.279478	0.6039936	0.1460679	0.2633553	0.4105176
1.594129	0.5189067	0.2794918	0.6040802	0.1464852	0.2610241	0.4117056
1.59347	    0.5174549	0.2794441	0.6050019	0.1464973	0.2595419	0.4120537
1.590535	0.5348507	0.2793266	0.6040617	0.1465876	0.2585976	0.4305018
1.59104  	0.5330276	0.2836927	0.6032422	0.1466065	0.2580017	0.4295115
1.591429	0.5329347	0.2804239	0.6021595	0.1466502	0.257827	0.4293898
1.591435	0.515093	0.2788619	0.6015025	0.1468022	0.2571485	0.4120203
1.591463	0.5317681	0.27964	    0.6045212	0.1467221	0.2571311	0.4282914
1.593374	0.5182232	0.2793145	0.6031029	0.1468962	0.2568013	0.4145767
1.592718	0.5069835	0.2794751	0.6044837	0.1472497	0.2556827	0.404737
1.594754	0.5192249	0.2794237	0.6067601	0.1472626	0.2552329	0.4170954
1.594366	0.5158569	0.2792274	0.6060827	0.1472544	0.2551487	0.4142267
1.593158	0.5157815	0.2858853	0.6053897	0.1468269	0.2559029	0.4125893
1.592723	0.5237398	0.2854755	0.6040246	0.1470595	0.2576556	0.4187225
1.591881	0.5329189	0.2822994	0.6031163	0.1469862	0.2576787	0.4272247
1.590635	0.5353028	0.2813064	0.6039284	0.1468262	0.25927	    0.427545
1.593958	0.5182593	0.2812304	0.6050581	0.146794	0.2573388	0.4126729
1.5946	    0.5320529	0.2812164	0.6050389	0.1467657	0.2578934	0.4259924
1.594962	0.5331081	0.2811327	0.6046938	0.1467427	0.2575054	0.4274263
1.59526  	0.5164	    0.2808171	0.6058055	0.1470192	0.2584735	0.4097103
1.59433	    0.5341116	0.2803376	0.6054788	0.1470702	0.2596188	0.4273752
1.59359	    0.5184937	0.2799591	0.6060187	0.1471226	0.2592725	0.41202
1.596494	0.5080887	0.2928047	0.6082367	0.1469771	0.2607364	0.4007363
1.597194	0.5310141	0.2819319	0.6042355	0.1469155	0.2597842	0.4246138
1.594524	0.5240584	0.280075	0.6049285	0.1468566	0.2587463	0.4194118
1.59397	    0.5111667	0.2793344	0.6039975	0.1467187	0.257813	0.4077657
1.594228	0.5199515	0.2793908	0.6048473	0.1466317	0.2582403	0.4161922
1.592894	0.522357	0.2793906	0.6063763	0.1462327	0.2590031	0.4175657
1.595096	0.5353845	0.2802887	0.6069431	0.1462949	0.2605539	0.4288156
1.593795	0.5294318	0.2798549	0.6057209	0.1466127	0.2575578	0.4268278
1.592618	0.5011183	0.2790307	0.6043147	0.1466227	0.2572744	0.3993911
